lon,lat
121.47145,25.072245
121.556862,25.036952
121.536533,25.008468
121.551311,25.042361
121.306798,24.864727
121.534395,25.031362
121.550987,25.040692
121.538842,25.034185
121.554527,25.035618
121.532985,25.017243
121.538016,25.010113
121.463833,25.017718
121.551382,25.042345
121.550852,25.04214
121.543459,25.032156
121.551059,25.041068
121.530461,25.00205
121.55167,25.04205
121.460545,25.001649
121.550996,25.040684
121.551005,25.042288
121.553413,25.019248
121.55706,25.029627
121.460374,25.007584
121.222572,24.839728
121.551616,25.042181
121.548822,25.040471
121.532976,25.017259
121.529841,25.019019
121.550888,25.040839
121.231636,24.825881
121.189622,24.855793
121.449522,25.00548
121.552487,25.041256
121.551059,25.04232
121.55246,25.041216
121.556736,25.04142
121.536902,25.013952
121.456314,25.006945
121.556161,25.041928
121.534521,25.029692
121.547565,25.025043
121.547592,25.025043
121.549765,25.021426
121.557195,25.028956
121.497187,25.064365
121.453242,25.048875
121.531925,25.024765
121.551122,25.040602
121.551679,25.041968
121.491716,25.063825
121.532922,25.017202
121.545885,25.027515
121.55087,25.042165
121.262583,24.815166
121.55388,25.022015
121.536821,25.011578
121.543289,25.02429
121.551329,25.042353
121.551077,25.041093
121.552227,25.0247
121.551068,25.041093
121.543325,25.035953
121.463833,25.017243
121.536327,25.036755
121.545552,25.026648
121.547547,25.037385
121.273498,24.815937
121.551373,25.042345
121.552416,25.041175
121.551814,25.038204
121.550879,25.042173
121.55087,25.042157
121.354867,24.976055
121.543917,25.025624
121.536255,25.013641
121.543917,25.038057
121.551957,25.040946
121.543019,25.025616
121.484539,25.069954
121.551005,25.040684
121.201875,24.588008
121.496127,25.067761
121.176012,24.827931
121.551167,25.042517
121.459943,25.007174
121.557159,25.028964
121.463833,25.016825
121.548822,25.040454
121.549388,25.025387
121.457095,24.998399
121.548364,25.022694
121.283505,24.900397
121.545921,25.027499
121.530703,25.019027
121.539588,25.012258
121.551679,25.042001
121.551086,25.032131
121.529841,25.019011
121.554419,25.033007
121.497322,25.062017
121.550421,25.034284
121.538842,25.034194
121.343961,24.984415
121.552496,25.041265
121.552523,25.041297
121.54716,25.02393
121.550969,25.042279
121.429706,25.001714
121.554562,25.032991
121.49734,25.062025
121.550933,25.04223
121.538078,25.010915
121.55167,25.02465
121.213984,24.838637
121.551023,25.042288
121.545579,25.026639
121.179157,24.823373
121.551373,25.042353
121.532913,25.017227
121.211586,24.838416
121.556638,25.040324
121.532904,25.017235
121.456125,24.996008
121.52985,25.019126
121.553898,25.022007
121.543837,25.038024
121.554428,25.033007
121.463833,25.017194
121.549253,25.040021
121.543298,25.02429
121.553556,25.043851
121.557213,25.028964
121.551643,25.042124
121.543495,25.024069
121.552514,25.041273
121.552568,25.041396
121.4643,25.009835
121.554554,25.032991
121.549837,25.034095
121.55255,25.041338
121.532994,25.017227
121.551679,25.042026
121.530703,25.018962
121.557204,25.028964
121.54955,25.040855
121.552577,25.041486
121.552505,25.037623
121.211918,24.842383
121.55255,25.041347
121.557347,25.028997
121.556943,25.029561
121.551418,25.042337
121.457509,25.026304
121.551275,25.017448
121.529841,25.01897
121.530685,25.018888
121.550951,25.042255
121.259241,24.907083
121.553053,25.033915
121.55087,25.041011
121.552532,25.041608
121.543289,25.030912
121.473148,25.020263
121.556287,25.037336
121.542902,25.024135
121.550834,25.042099
121.552559,25.041379
121.547385,25.025968
121.306106,24.861793
121.549496,25.025371
121.547385,25.026017
121.551329,25.042361
121.543334,25.023766
121.552676,25.033883
121.552487,25.04124
121.530685,25.018896
121.530685,25.018905
121.552451,25.041846
121.55617,25.037328
121.556943,25.041649
121.201399,24.874078
121.549038,25.032827
121.555694,25.030159
121.536381,25.013658
121.545939,25.027482
121.556691,25.041306
121.544268,25.032131
121.552442,25.024626
121.554024,25.022015
121.55255,25.041715
121.551652,25.042108
121.552568,25.041469
121.55167,25.041887
121.530694,25.019126
121.551948,25.041437
121.308496,24.862121
121.213355,24.83867
121.541267,25.013216
121.55096,25.042271
121.501301,25.065985
121.553961,25.022015
121.25033,24.912728
121.55132,25.042361
121.554446,25.032999
121.548508,25.022498
121.5514,25.019748
121.549514,25.025363
121.557239,25.028964
121.429328,24.986969
121.532329,25.02217
121.550888,25.042181
121.544016,25.038138
121.550879,25.042181
121.545543,25.026648
121.529859,25.019101
121.541492,25.022481
121.548023,25.037214
121.550861,25.023693
121.53868,25.034398
121.54195,25.021024
121.550511,25.034276
121.551634,25.041297
121.556961,25.029578
121.551661,25.04187
121.540073,25.037304
121.551634,25.041805
121.224045,24.843056
121.543441,25.032131
121.559315,25.016359
121.55255,25.04133
121.553134,25.043032
121.550493,25.034276
121.323273,24.879273
121.554598,25.039153
121.543504,25.024012
121.54345,25.024176
121.328142,24.974679
121.499056,25.068227
121.46889,25.001329
121.553233,25.033105
121.29433,24.882174
121.543109,25.038327
121.550951,25.040741
121.182004,24.67609
121.551544,25.015385
121.539597,25.012258
121.297554,24.92246
121.534584,25.026058
121.543926,25.025616
121.557087,25.029635
121.47755,25.032434
121.548903,25.040332
121.534674,25.025976
121.543729,25.037983
121.495274,25.059988
121.280055,24.898972
121.547672,25.037533
121.554545,25.035593
121.551589,25.042206
121.555775,25.038728
121.55335,25.019093
121.54814,25.031051
121.550843,25.042116
121.551113,25.03331
121.55697,25.029586
121.554347,25.028579
121.532949,25.017284
121.552586,25.041592
121.552559,25.04169
121.552424,25.041191
121.532311,25.02217
121.551248,25.042361
121.543441,25.032123
121.550466,25.034276
121.552442,25.041207
121.55105,25.041036
121.550547,25.034267
121.542884,25.024086
121.552568,25.041649
121.547385,25.025993
121.552514,25.041289
121.554455,25.032999
121.532221,25.02217
121.551167,25.042353
121.551014,25.042296
121.538447,25.029962
121.485356,25.077505
121.544124,25.038302
121.245201,24.867751
121.557096,25.028972
121.5522,25.041968
121.55458,25.032982
121.55732,25.02898
121.556683,25.04124
121.533281,25.0201
121.530676,25.01888
121.542875,25.024053
121.551014,25.042288
121.551975,25.041928
121.550897,25.042198
121.551041,25.042312
121.463833,25.017398
121.55255,25.041363
121.530658,25.018839
121.547771,25.037598
121.532949,25.01798
121.552622,25.024233
121.551167,25.041183
121.472052,25.034922
121.55105,25.041052
121.551023,25.042312
121.456502,25.016948
121.550924,25.042222
121.551068,25.041085
121.539974,25.012995
121.55087,25.040905
121.554931,25.038425
121.551167,25.040585
121.550834,25.042075
121.25925,24.907083
121.529886,25.01888
121.544133,25.038343
121.259277,24.907091
121.552631,25.02429
121.55264,25.025109
121.541995,25.021033
121.529895,25.018839
121.143466,24.954264
121.542884,25.024069
121.550888,25.042173
121.460653,25.001493
121.2559,24.912244
121.536884,25.041633
121.190448,24.835416
121.551149,25.029267
121.551257,25.041207
121.550897,25.042214
121.551131,25.042345
121.532958,25.017104
121.543756,25.037999
121.532904,25.017317
121.532913,25.017218
121.556862,25.041567
121.535581,25.01545
121.543935,25.025592
121.552523,25.041314
121.45723,24.997899
121.548813,25.040471
121.495274,25.060004
121.541483,25.022481
121.551706,25.031485
121.463833,25.015892
121.453242,25.048884
121.554482,25.035675
121.499828,25.061837
121.55414,25.033351
121.549828,25.039448
121.538842,25.034169
121.55167,25.041911
121.465441,25.009933
121.551643,25.042099
121.555793,25.038752
121.297258,24.926719
121.532994,25.017235
121.530703,25.018986
121.554482,25.02226
121.559288,25.016375
121.551158,25.042353
121.540064,25.012921
121.550933,25.040757
121.240502,24.829497
121.550385,25.034284
121.542884,25.023971
121.551149,25.041347
121.55158,25.041527
121.554562,25.03556
121.429077,24.985185
121.543244,25.024634
121.54345,25.024184
121.530676,25.018864
121.556611,25.029128
121.549828,25.034087
121.551221,25.042369
121.463833,25.016572
121.551104,25.033293
121.534252,25.025837
121.548086,25.04088
121.543396,25.038024
121.225581,24.872562
121.45758,24.996647
121.554015,25.022015
121.545175,25.027311
121.460805,25.001411
121.553934,25.022007
121.479023,25.017603
121.554212,25.039759
121.235903,24.831013
121.553395,25.043949
121.543172,25.025813
121.529859,25.019126
121.552442,25.024618
121.552577,25.041649
121.556835,25.029185
121.464713,24.995091
121.463833,25.01739
121.556206,25.037328
121.52985,25.018913
121.533183,25.019027
121.217973,24.861637
121.551185,25.041183
121.4506,24.993708
121.543028,25.025633
121.55043,25.034284
121.55167,25.04196
121.556718,25.041363
121.551598,25.042173
121.550906,25.042198
121.5416,25.037885
121.471217,25.033171
121.556179,25.037328
121.552083,25.041011
121.532895,25.017333
121.556296,25.037336
121.551616,25.04178
121.550349,25.032933
121.545894,25.027507
121.543423,25.032058
121.550852,25.042149
121.530182,25.018634
121.543944,25.025575
121.543118,25.02375
121.551535,25.042263
121.5567,25.041314
121.556997,25.029594
121.551508,25.041134
121.137969,24.793387
121.551975,25.040954
121.556683,25.041207
121.200779,24.681146
121.283729,24.900381
121.550439,25.034284
121.497843,25.063572
121.538572,25.02677
121.549631,25.025313
121.55485,25.039718
121.444734,25.001632
121.554958,25.0334
121.529895,25.018823
121.550817,25.04205
121.555389,25.039783
121.547385,25.026001
121.551167,25.041175
121.289506,24.876086
121.551948,25.023971
121.53294,25.017292
121.550852,25.042124
121.543262,25.024298
121.557105,25.029635
121.258586,24.924868
121.544043,25.038147
121.468881,25.001329
121.544268,25.032139
121.55167,25.042026
121.554024,25.018266
121.551266,25.017448
121.443261,25.007093
121.539758,25.01225
121.486847,25.056543
121.552541,25.041584
121.472196,25.003851
121.548283,25.022678
121.532778,25.016842
121.543477,25.023938
121.551634,25.042124
121.55414,25.033375
121.543181,25.038228
121.264074,24.884297
121.537683,25.034439
121.534584,25.034046
121.551149,25.041166
121.543055,25.023775
121.53294,25.017169
121.55679,25.041494
121.497645,25.062017
121.541896,25.021024
121.550412,25.034284
121.457473,24.997031
121.540899,25.014845
121.553107,25.033891
121.233514,24.852236
121.530703,25.018995
121.551113,25.042353
121.551203,25.042353
121.551239,25.042353
121.550978,25.042263
121.553143,25.033883
121.529859,25.018913
121.529877,25.018864
121.547933,25.037615
121.483416,25.060102
121.542884,25.024078
121.550888,25.040864
121.28496,24.864391
121.539902,25.013191
121.552532,25.041306
121.482455,25.06835
121.468243,24.998882
121.429104,24.985242
121.551176,25.040585
121.553934,25.022015
121.556754,25.041445
121.54381,25.038007
121.552469,25.041265
121.554697,25.026558
121.543873,25.038032
121.532922,25.01721
121.543495,25.023979
121.211738,24.870423
121.470552,25.031959
121.532967,25.017276
121.551104,25.041142
121.53435,25.034046
121.553179,25.033072
121.464246,25.029529
121.551652,25.042067
121.443261,25.007084
121.556269,25.037328
121.551158,25.041175
121.463833,25.017472
121.55096,25.040725
121.470058,25.005292
121.55017,25.021254
121.552469,25.041248
121.285544,24.911507
121.543899,25.025649
121.551158,25.040594
121.551679,25.041952
121.209286,24.863399
121.543441,25.024192
121.544097,25.038245
121.530694,25.018945
121.259214,24.907075
121.544124,25.03831
121.550233,25.034276
121.543891,25.038048
121.55211,25.041036
121.5567,25.041347
121.554958,25.031665
121.53559,25.010326
121.555245,25.0398
121.551823,25.022514
121.17489,24.870619
121.551679,25.04196
121.53232,25.02217
121.557141,25.028956
121.266185,24.904469
121.550484,25.034276
121.53294,25.017186
121.417318,25.023423
121.551068,25.041076
121.541833,25.028956
121.552326,25.024659
121.548894,25.040356
121.206582,24.833653
121.551607,25.041788
121.550044,25.030412
121.289452,24.876036
121.532787,25.01685
121.538842,25.034177
121.555596,25.03804
121.544025,25.038138
121.259223,24.907075
121.556161,25.037336
121.552496,25.041248
121.267686,24.818429
121.48532,25.077522
121.548391,25.022661
121.550897,25.042189
121.501301,25.065977
121.532751,25.01739
121.551239,25.041199
121.551122,25.04115
121.551652,25.042116
121.53294,25.017955
121.551418,25.041036
121.189361,24.855154
121.551131,25.033351
121.551158,25.042337
121.551364,25.042353
121.53444,25.027016
121.292982,24.921542
121.532257,25.02217
121.530712,25.019019
121.547762,25.038359
121.465827,24.997752
121.539138,25.012241
121.460464,25.001534
121.556745,25.041445
121.55167,25.041952
121.467192,25.008222
121.543271,25.024298
121.556233,25.037328
121.456314,25.006929
121.551158,25.041158
121.551041,25.04232
121.536902,25.011382
121.258478,24.907206
121.47057,25.031951
121.552541,25.041592
121.556691,25.041134
121.44221,25.000347
121.55723,25.028964
121.551616,25.041797
121.532958,25.017071
121.210732,24.824258
121.426337,25.028194
121.55123,25.042361
121.552586,25.041551
121.474846,25.024217
121.537998,25.026582
121.430236,24.99433
121.534737,25.033948
121.217784,24.851441
121.470552,25.060953
121.551607,25.041338
121.553287,25.033154
121.548759,25.040561
121.550834,25.042091
121.549559,25.025346
121.551176,25.033514
121.55114,25.033375
121.551068,25.033228
121.551427,25.042329
121.207292,24.833342
121.300438,24.926113
121.554949,25.038417
121.552416,25.041183
121.555281,25.0384
121.532958,25.01712
121.463833,25.017276
121.532958,25.01703
121.536884,25.011423
121.463833,25.018585
121.556709,25.041371
121.543136,25.024307
121.532419,25.017096
121.549442,25.025379
121.552065,25.040995
121.52985,25.018929
121.501319,25.065969
121.55158,25.041608
121.548095,25.04088
121.552532,25.041314
121.536749,25.032041
121.549155,25.028301
121.553161,25.033874
121.552182,25.041355
121.536902,25.011374
121.283774,24.900373
121.550592,25.044555
121.550834,25.042108
121.544609,25.034022
121.551095,25.033539
121.550403,25.034284
121.460841,25.001444
121.552407,25.041175
121.497933,25.062557
121.551625,25.041314
121.550897,25.040815
121.545741,25.040324
121.529859,25.018921
121.537405,25.036354
121.551589,25.041396
121.479706,25.021426
121.551589,25.04142
121.552029,25.034276
121.474262,25.033809
121.539049,25.026623
121.534683,25.033997
121.557284,25.028964
121.504481,25.063457
121.551661,25.042091
121.552335,25.020304
121.557275,25.028964
121.534288,25.025764
121.55317,25.033081
121.549819,25.034079
121.556153,25.037336
121.544115,25.038286
121.552487,25.041248
121.556683,25.041216
121.552433,25.041191
121.554194,25.038515
121.550897,25.040855
121.470318,25.002811
121.532949,25.017153
121.477568,25.032426
121.552541,25.041723
121.542893,25.024094
121.255235,24.81301
121.55167,25.041903
121.554086,25.018258
121.466833,25.012798
121.552568,25.041477
121.551625,25.04178
121.554518,25.032991
121.326345,24.881912
121.54292,25.024168
121.55158,25.041559
121.53912,25.034652
121.550996,25.042288
121.551023,25.042304
121.269788,24.881855
121.53064,25.018814
121.54822,25.031272
121.548903,25.040266
121.46059,25.001452
121.551634,25.041723
121.552703,25.033891
121.557114,25.028964
121.548436,25.033834
121.55503,25.031657
121.294321,24.882166
121.534683,25.026042
121.543459,25.024168
121.484548,25.069962
121.550825,25.042083
121.534557,25.029692
121.556197,25.037328
121.530703,25.019085
121.52985,25.019093
121.552523,25.041306
121.536372,25.013666
121.541519,25.021753
121.550448,25.034284
121.543495,25.024061
121.308316,24.846556
121.541187,25.032287
121.556709,25.041322
121.557284,25.028972
121.484539,25.069945
121.55087,25.042099
121.553377,25.033277
121.552451,25.041207
121.271791,24.833465
121.544106,25.038621
121.550817,25.042059
121.555012,25.038409
121.551679,25.041944
121.53294,25.017284
121.551293,25.042361
121.477559,25.032434
121.463833,25.016629
121.543899,25.038384
121.552173,25.041379
121.54336,25.035299
121.552335,25.041117
121.551625,25.041788
121.502505,25.06421
121.553134,25.033883
121.552317,25.041126
121.529904,25.019216
121.549388,25.026459
121.477173,25.07195
121.455793,25.010989
121.552577,25.04142
121.550843,25.042091
121.543962,25.025551
121.532949,25.017161
121.460617,25.001559
121.463833,25.016801
121.552433,25.04187
121.542884,25.02402
121.534458,25.027016
121.550969,25.042263
121.55158,25.041412
121.223973,24.835694
121.552586,25.041486
121.280792,24.885165
121.552568,25.041379
121.554464,25.032999
121.485365,25.077497
121.55123,25.041207
121.502379,25.061166
121.543504,25.02402
121.534656,25.029234
121.460554,25.001379
121.552416,25.041887
121.551176,25.041191
121.463833,25.01649
121.54955,25.025346
121.536875,25.014304
121.546846,25.035929
121.543352,25.038539
121.551176,25.033523
121.52985,25.01906
121.557123,25.029643
121.556763,25.041469
121.496109,25.067753
121.55706,25.02898
121.54372,25.037983
121.552478,25.041232
121.545247,25.027409
121.550897,25.040823
121.550825,25.04205
121.292686,24.921444
121.556323,25.037336
121.530218,25.018626
121.543145,25.03831
121.548391,25.02267
121.551086,25.041109
121.534431,25.034562
121.530703,25.019076
121.553179,25.033866
121.55158,25.04151
121.552514,25.041666
121.282184,24.84863
121.544546,25.03403
121.552981,25.033932
121.542866,25.026705
121.556117,25.037336
121.532994,25.018078
121.207903,24.837604
121.552586,25.041502
121.473975,25.033203
121.535545,25.015409
121.463833,25.016506
121.429113,24.98525
121.550565,25.034259
121.555784,25.038736
121.552541,25.041322
121.485329,25.077513
121.536452,25.013649
121.552586,25.041576
121.532805,25.017366
121.535752,25.01563
121.552047,25.040978
121.550852,25.042132
121.559342,25.016342
121.284161,24.87343
121.552245,25.017849
121.548149,25.031035
121.548265,25.02267
121.292883,24.921526
121.555667,25.037623
121.449496,25.018168
121.310517,24.997621
121.556736,25.041412
121.530703,25.019068
121.453268,24.9969
121.550933,25.042222
121.482616,25.068235
121.551598,25.042198
121.552946,25.033932
121.288967,24.874053
121.55096,25.042255
121.552505,25.041265
121.548041,25.037345
121.542965,25.023832
121.534602,25.034038
121.552595,25.041535
121.551059,25.040855
121.555533,25.031468
121.542911,25.024159
121.551185,25.042353
121.460365,25.007576
121.534575,25.034046
